,Unnamed: 0,Name,Symbol,% of Portfolio,Cost Basis,Close_x,Day_x,# of Shares,Close_y,Day_y,Current_Value,Perc_Return
43,43,Melissa Lomaestro,DOC,0.05,10621.82922,17.790000915527344,2020-10-16 00:00:00,597.0673790538779,16.860000610351562,2020-10-30 00:00:00,10066.556375269389,-0.0522765743291258
44,44,Melissa Lomaestro,AMZN,0.05,10621.82922,3272.7099609375,2020-10-16 00:00:00,3.245576096501161,3036.14990234375,2020-10-30 00:00:00,9854.055548441209,-0.07228262248023498
45,45,Melissa Lomaestro,IVV,0.2,42487.31687,348.45001220703125,2020-10-16 00:00:00,121.93231563084636,327.6199951171875,2020-10-30 00:00:00,39947.46465160525,-0.05977906833152191
46,46,Melissa Lomaestro,CLX,0.05,10621.82922,214.9900054931641,2020-10-16 00:00:00,49.40615353553139,207.25,2020-10-30 00:00:00,10239.42532023888,-0.03600169912740525
47,47,Melissa Lomaestro,DDOG,0.05,10621.82922,112.36000061035156,2020-10-16 00:00:00,94.53390140887402,90.75,2020-10-30 00:00:00,8578.951552855317,-0.19232823507443686
48,48,Melissa Lomaestro,DBX,0.05,10621.82922,20.31999969482422,2020-10-16 00:00:00,522.7278237954662,18.260000228881836,2020-10-30 00:00:00,9545.010182148117,-0.10137792799608614
49,49,Melissa Lomaestro,DOCU,0.05,10621.82922,234.6000061035156,2020-10-16 00:00:00,45.27633820824878,202.25,2020-10-30 00:00:00,9157.139402618315,-0.13789431057917956
50,50,Melissa Lomaestro,LVGO,0.05,10621.82922,141.9199981689453,2020-10-16 00:00:00,74.84378070069796,139.77000427246094,2020-10-30 00:00:00,10460.915548303683,-0.015149337121079798
51,51,Melissa Lomaestro,DG,0.05,10621.82922,221.7100067138672,2020-10-16 00:00:00,47.908659502718066,208.7100067138672,2020-10-30 00:00:00,9999.016646464665,-0.05863515225443772
52,52,Melissa Lomaestro,BIIB,0.05,10621.82922,280.010009765625,2020-10-16 00:00:00,37.93374825739522,252.07000732421875,2020-10-30 00:00:00,9561.960201076685,-0.09978215587647277
53,53,Melissa Lomaestro,KL,0.05,10621.82922,49.84000015258789,2020-10-16 00:00:00,213.1185631516992,45.619998931884766,2020-10-30 00:00:00,9722.468623345334,-0.08467097126371104
54,54,Melissa Lomaestro,DKNG,0.05,10621.82922,44.34000015258789,2020-10-16 00:00:00,239.55410878319677,35.400001525878906,2020-10-30 00:00:00,8480.215816455728,-0.20162378430184114
55,55,Melissa Lomaestro,ZM,0.05,10621.82922,559.0,2020-10-16 00:00:00,19.001483398926656,460.9100036621094,2020-10-30 00:00:00,8757.973782984795,-0.17547405427171847
56,56,Pete Lindner,ETTX,1.0,149115.8182,2.0699999332427983,2020-10-16 00:00:00,72036.62947292939,1.6100000143051147,2020-10-30 00:00:00,115978.97448190856,-0.22222219022831646
57,57,Jennah Hebert v2,ZM,0.5,120730.5855,559.0,2020-10-16 00:00:00,215.9760026833632,460.9100036621094,2020-10-30 00:00:00,99545.50018771668,-0.17547405427171847
58,58,Jennah Hebert v2,SQ,0.2,48292.23419,186.3500061035156,2020-10-16 00:00:00,259.14801506995457,154.8800048828125,2020-10-30 00:00:00,40136.84583940573,-0.16887577241731788
59,59,Jennah Hebert v2,REGI,0.1,24146.1171,55.86999893188477,2020-10-16 00:00:00,432.18395492432916,56.400001525878906,2020-10-30 00:00:00,24375.175717192546,0.00948635411001697
60,60,Jennah Hebert v2,TGT,0.1,24146.1171,164.9199981689453,2020-10-16 00:00:00,146.41109245747464,152.22000122070312,2020-10-30 00:00:00,22286.69667260127,-0.07700701606382632
61,61,Jennah Hebert v2,CRM,0.05,12073.05855,258.54998779296875,2020-10-16 00:00:00,46.69525863473402,232.27000427246094,2020-10-30 00:00:00,10845.907922593338,-0.1016437236947435
62,62,Jennah Hebert v2,AAPL,0.05,12073.05855,119.0199966430664,2020-10-16 00:00:00,101.43722811727473,108.86000061035156,2020-10-30 00:00:00,11042.456714758897,-0.0853637734773598
63,63,Danish Sharpe,AAPL,0.03,6528.486671,119.0199966430664,2020-10-16 00:00:00,54.85201525066857,108.86000061035156,2020-10-30 00:00:00,5971.190413666794,-0.0853637734773598
64,64,Danish Sharpe,NTDOY,0.1,21761.62224,68.84999847412111,2020-10-16 00:00:00,316.07295166723384,67.7300033569336,2020-10-30 00:00:00,21407.622077457658,-0.016267177080744433
65,65,Danish Sharpe,TWTR,0.1,21761.62224,45.81000137329102,2020-10-16 00:00:00,475.0408554383467,41.36000061035156,2020-10-30 00:00:00,19647.690070871948,-0.09714037610865434
66,66,Danish Sharpe,NFLX,0.08,17409.29779,530.7899780273439,2020-10-16 00:00:00,32.798844195779374,475.739990234375,2020-10-30 00:00:00,15603.721817398866,-0.1037133142520128
67,67,Danish Sharpe,ZM,0.28,60932.54226,559.0,2020-10-16 00:00:00,109.00275896243292,460.9100036621094,2020-10-30 00:00:00,50240.462032554984,-0.17547405427171847
68,68,Danish Sharpe,CRWD,0.08,17409.29779,145.33999633789062,2020-10-16 00:00:00,119.78325463505834,123.83999633789062,2020-10-30 00:00:00,14833.957815346244,-0.1479289978101842
69,69,Danish Sharpe,CRM,0.07,15233.13557,258.54998779296875,2020-10-16 00:00:00,58.91756445255675,232.27000427246094,2020-10-30 00:00:00,13684.78294711835,-0.1016437236947435
70,70,Danish Sharpe,DG,0.15,32642.43335,221.7100067138672,2020-10-16 00:00:00,147.23031149481415,208.7100067138672,2020-10-30 00:00:00,30728.439300567417,-0.05863515225443772
71,71,Danish Sharpe,TSLA,0.05,10880.81112,439.6700134277344,2020-10-16 00:00:00,24.747676183716827,388.0400085449219,2020-10-30 00:00:00,9603.088477796437,-0.11742898834582127
72,72,Danish Sharpe,SWKS,0.02,4352.324447,153.14999389648438,2020-10-16 00:00:00,28.41870467159,141.2899932861328,2020-10-30 00:00:00,4015.2785922495423,-0.07744042496252301
73,73,Danish Sharpe,NIO,0.02,4352.324447,28.479999542236328,2020-10-16 00:00:00,152.8203833200709,30.579999923706055,2020-10-30 00:00:00,4673.247310268498,0.0737359696356521
74,74,Danish Sharpe,ARWR,0.02,4352.324447,49.38000106811523,2020-10-16 00:00:00,88.13941581322291,57.29999923706055,2020-10-30 00:00:00,5050.388458852635,0.1603887808349862
75,75,Joanne Manzi,AMZN,0.16,35471.37979,3272.7099609375,2020-10-16 00:00:00,10.838534490798226,3036.14990234375,2020-10-30 00:00:00,32907.4154357864,-0.07228262248023498
76,76,Joanne Manzi,TSLA,0.2,44339.22474,439.6700134277344,2020-10-16 00:00:00,100.8465971884793,388.0400085449219,2020-10-30 00:00:00,39132.514434743796,-0.11742898834582127
77,77,Joanne Manzi,GMBL,0.02,4433.922474,5.260000228881836,2020-10-16 00:00:00,842.9510040045298,4.300000190734863,2020-10-30 00:00:00,3624.6894779996223,-0.18250950501404217
78,78,Joanne Manzi,NEE,0.2,44339.22474,76.4000015258789,2020-10-16 00:00:00,580.3563331733836,73.20999908447266,2020-10-30 00:00:00,42487.88662029133,-0.04175395782322988
79,79,Joanne Manzi,NIO,0.12,26603.53484,28.479999542236328,2020-10-16 00:00:00,934.112895632126,30.579999923706055,2020-10-30 00:00:00,28565.172277163256,0.0737359696356521
80,80,Joanne Manzi,SBUX,0.1,22169.61237,88.5199966430664,2020-10-16 00:00:00,250.44750576972038,86.95999908447266,2020-10-30 00:00:00,21778.914872443343,-0.017623109102500645
81,81,Joanne Manzi,DLTR,0.12,26603.53484,95.55999755859376,2020-10-16 00:00:00,278.396143989934,90.31999969482422,2020-10-30 00:00:00,25144.73964021108,-0.054834637899154215
82,82,Joanne Manzi,PAAS,0.08,17735.68989,32.880001068115234,2020-10-16 00:00:00,539.4066093020555,31.799999237060547,2020-10-30 00:00:00,17153.12976427078,-0.032846769950442556
83,83,Estelle Genest,BRK-B,0.026890849,5826.772297,211.91000366210938,2020-10-16 00:00:00,27.496447531050922,201.89999389648438,2020-10-30 00:00:00,5551.532588694184,-0.047237079857664344
84,84,Estelle Genest,BX,0.048847725,10584.43984,55.77999877929688,2020-10-16 00:00:00,189.75331788512847,50.41999816894531,2020-10-30 00:00:00,9567.361940319475,-0.09609180221676461
85,85,Estelle Genest,RXL,0.293693488,63638.19478,136.96000671386722,2020-10-16 00:00:00,464.64801153924486,119.97699737548828,2020-10-30 00:00:00,55747.07326096983,-0.12399977004863427
86,86,Estelle Genest,ROM,0.111276958,24111.75255,62.56999969482422,2020-10-16 00:00:00,385.35644346494246,54.13999938964844,2020-10-30 00:00:00,20863.197613989076,-0.1347291089386582
87,87,Estelle Genest,AMZN,0.10222797,22150.99653,3272.7099609375,2020-10-16 00:00:00,6.768395853708537,3036.14990234375,2020-10-30 00:00:00,20549.864410261016,-0.07228262248023498
88,88,Estelle Genest,REGN,0.07975882,17282.328390000002,599.739990234375,2020-10-16 00:00:00,28.81636821190824,543.5599975585938,2020-10-30 00:00:00,15663.425034912381,-0.09367391468063757
89,89,Estelle Genest,NEW,0.034977225,7578.947368000001,9.0,2020-10-16 00:00:00,842.1052631111113,7.389999866485596,2020-10-30 00:00:00,6223.15778195793,-0.1788889037238227
90,90,Estelle Genest,WMT,0.148091663,32088.849260000006,144.7100067138672,2020-10-16 00:00:00,221.7458902026643,138.75,2020-10-30 00:00:00,30767.242265619672,-0.0411858644001849
91,91,Estelle Genest,AAPL,0.15423530300000002,33420.06759,119.0199966430664,2020-10-16 00:00:00,280.79371981688683,108.86000061035156,2020-10-30 00:00:00,30567.204510649186,-0.0853637734773598
92,92,Angela Calsolaro,GRUB,0.234270821,48716.24337,84.33999633789062,2020-10-16 00:00:00,577.6173284953501,73.95999908447266,2020-10-30 00:00:00,42720.577086691635,-0.12307324761827909
93,93,Angela Calsolaro,VXRT,0.049797115,10355.23068,6.079999923706055,2020-10-16 00:00:00,1703.1629621613527,4.920000076293945,2020-10-30 00:00:00,8379.561903774877,-0.19078945098161004
94,94,Angela Calsolaro,DELL,0.101655353,21139.06844,70.15000152587889,2020-10-16 00:00:00,301.34095481383025,60.2599983215332,2020-10-30 00:00:00,18158.805431290624,-0.14098364916923323
95,95,Angela Calsolaro,BA,0.079907357,16616.60735,167.35000610351562,2020-10-16 00:00:00,99.29254104551194,144.38999938964844,2020-10-30 00:00:00,14336.84994095811,-0.1371975254047203
96,96,Angela Calsolaro,LOW,0.128100764,26638.34956,177.6999969482422,2020-10-16 00:00:00,149.90630285581165,158.10000610351562,2020-10-30 00:00:00,23700.18739645928,-0.1102982058600449
97,97,Angela Calsolaro,UBER,0.131052494,27252.15694,33.720001220703125,2020-10-16 00:00:00,808.1896783345294,33.40999984741211,2020-10-30 00:00:00,27001.617029836667,-0.0091933974516194
98,98,Angela Calsolaro,HDS,0.100890883,20980.09819,42.16999816894531,2020-10-16 00:00:00,497.51242828960085,39.86000061035156,2020-10-30 00:00:00,19830.84569528098,-0.054778222881092575
99,99,Angela Calsolaro,MSFT,0.115969032,24115.5751,219.66000366210938,2020-10-16 00:00:00,109.78591777270307,202.47000122070312,2020-10-30 00:00:00,22228.354905455202,-0.07825731655658474
100,100,Angela Calsolaro,EXEL,0.058356180999999986,12135.07473,23.229999542236328,2020-10-16 00:00:00,522.3880744352252,20.479999542236328,2020-10-30 00:00:00,10698.50752530313,-0.11838140569051692
101,101,Sherry A Rosekrans,BGSAX,0.5064145,110777.7069,54.27000045776367,2020-10-16 00:00:00,2041.2328351869867,51.2400016784668,2020-10-30 00:00:00,104592.77390112274,-0.055831928390253305
102,102,Sherry A Rosekrans,TWCIX,0.246179374,53851.51207,100.52999877929688,2020-10-16 00:00:00,535.6760442047291,93.93000030517578,2020-10-30 00:00:00,50316.05099562556,-0.06565202978476803
103,103,Sherry A Rosekrans,TRBCX,0.247406126,54119.86283,160.9199981689453,2020-10-16 00:00:00,336.3153333694492,151.13999938964844,2020-10-30 00:00:00,50830.69928018796,-0.06077553374708056
104,104,Kristen Kiefer,WMT,0.099528099,21392.56618,144.7100067138672,2020-10-16 00:00:00,147.830593514512,138.75,2020-10-30 00:00:00,20511.49485013854,-0.0411858644001849
105,105,Kristen Kiefer,AAPL,0.259142653,55700.11266,119.0199966430664,2020-10-16 00:00:00,467.98953311216417,108.86000061035156,2020-10-30 00:00:00,50945.34086022833,-0.0853637734773598
106,106,Kristen Kiefer,AMZN,0.206113336,44301.99307,3272.7099609375,2020-10-16 00:00:00,13.536791710472643,3036.14990234375,2020-10-30 00:00:00,41099.7288297992,-0.07228262248023498
107,107,Kristen Kiefer,GOOGL,0.201053401,43214.41091000001,1567.699951171875,2020-10-16 00:00:00,27.56548590672386,1616.1099853515625,2020-10-30 00:00:00,44548.857024924204,0.030879655346994328
108,108,Kristen Kiefer,ATVI,0.234162511,50330.88178,80.62000274658203,2020-10-16 00:00:00,624.2976936903395,75.7300033569336,2020-10-30 00:00:00,47278.066438895316,-0.06065491469926498
109,109,Sue Dymond,BKRRF,0.267410176,53684.21176000001,0.6800000071525574,2020-10-16 00:00:00,78947.36940488884,0.5648999810218811,2020-10-30 00:00:00,44597.367478549146,-0.16926474252941248
110,110,Sue Dymond,CHTR,0.101004817,20277.32852,633.9199829101562,2020-10-16 00:00:00,31.987205115245363,603.8200073242188,2020-10-30 00:00:00,19314.51442696874,-0.04748229492270717
111,111,Sue Dymond,ADBE,0.160707855,32263.074780000006,502.8200073242188,2020-10-16 00:00:00,64.16426218139078,447.1000061035156,2020-10-30 00:00:00,28687.842012927395,-0.11081500419448276
112,112,Sue Dymond,BLFE,0.122487783,24590.16393,1.0,2020-10-16 00:00:00,24590.16393,1.7649999856948853,2020-10-30 00:00:00,43401.63898468488,0.7649999856948853
113,113,Sue Dymond,QCOM,0.34838937,69941.27524,129.02999877929688,2020-10-16 00:00:00,542.0543741896262,123.36000061035156,2020-10-30 00:00:00,66867.82793087602,-0.0439432552320157
114,114,Linday Sheridan,VTI,0.061660762,12600.39081,177.5500030517578,2020-10-16 00:00:00,70.96812499815528,166.99000549316406,2020-10-30 00:00:00,11850.967583281503,-0.0594761891134149
115,115,Linday Sheridan,VXUS,0.097651538,19955.11399,53.349998474121094,2020-10-16 00:00:00,374.0415100420253,50.970001220703125,2020-10-30 00:00:00,19064.89622343567,-0.04461100883765634
116,116,Linday Sheridan,AMZA,0.146806785,30000.0,14.9399995803833,2020-10-16 00:00:00,2008.0321849132424,13.829999923706055,2020-10-30 00:00:00,27771.084964149446,-0.07429716786168528
117,117,Linday Sheridan,T,0.15717916699999998,32119.5986,27.32999992370605,2020-10-16 00:00:00,1175.25059237704,27.020000457763672,2020-10-30 00:00:00,31755.271544014646,-0.011342827179208537
118,118,Linday Sheridan,VZ,0.160040075,32704.22575,58.04999923706055,2020-10-16 00:00:00,563.3802959487522,56.9900016784668,2020-10-30 00:00:00,32107.044011734506,-0.018260078768735255
119,119,Linday Sheridan,AAPL,0.218057453,44560.09012,119.0199966430664,2020-10-16 00:00:00,374.3916264225158,108.86000061035156,2020-10-30 00:00:00,40756.272680865586,-0.0853637734773598
120,120,Linday Sheridan,GOOGL,0.158604219,32410.80818,1567.699951171875,2020-10-16 00:00:00,20.6741144284482,1616.1099853515625,2020-10-30 00:00:00,33411.64276611595,0.030879655346994328
121,121,Nori Lansing,Z,0.090307083,20258.68318,97.11000061035156,2020-10-16 00:00:00,208.6158279545979,88.62000274658203,2020-10-30 00:00:00,18487.53524631695,-0.08742660704776606
122,122,Nori Lansing,TWOU,0.097209201,21807.04246,35.599998474121094,2020-10-16 00:00:00,612.5573987272028,36.849998474121094,2020-10-30 00:00:00,22572.73920840901,0.03511236105553972
123,123,Nori Lansing,EGRX,0.103971904,23324.12685,46.45000076293945,2020-10-16 00:00:00,502.1340466502072,46.52000045776367,2020-10-30 00:00:00,23359.276080026364,0.001506990175984324
124,124,Nori Lansing,TDOC,0.096036986,21544.07839,221.2899932861328,2020-10-16 00:00:00,97.35676733535364,196.4600067138672,2020-10-30 00:00:00,19126.711164343982,-0.11220564564869373
125,125,Nori Lansing,MELI,0.113568876,25477.02559,1271.3800048828125,2020-10-16 00:00:00,20.0388754677232,1214.050048828125,2020-10-30 00:00:00,24328.19774005007,-0.04509269914149061
126,126,Nori Lansing,ILMN,0.098449495,22085.27902,326.30999755859375,2020-10-16 00:00:00,67.68189508516134,292.70001220703125,2020-10-30 00:00:00,19810.491517621733,-0.10300017039939857
127,127,Nori Lansing,NVTA,0.104822756,23514.99939,47.02999877929688,2020-10-16 00:00:00,500.0000000074753,39.209999084472656,2020-10-30 00:00:00,19604.999542529436,-0.16627684239419271
128,128,Nori Lansing,PRLB,0.094060386,21100.66541,145.88999938964844,2020-10-16 00:00:00,144.63407703254256,118.08000183105469,2020-10-30 00:00:00,17078.392080835532,-0.19062305624059794
129,129,Nori Lansing,DDD,0.113453427,25451.12693,6.769999980926514,2020-10-16 00:00:00,3759.3983754364613,5.690000057220459,2020-10-30 00:00:00,21390.976971347965,-0.15952731562020628
130,130,Nori Lansing,V,0.088119885,19768.02664,200.25999450683597,2020-10-16 00:00:00,98.71181055747611,181.7100067138672,2020-10-30 00:00:00,17936.92375913697,-0.09262952312892214
131,131,Rebecca Curtis,AAPL,0.158928244,33420.06759,119.0199966430664,2020-10-16 00:00:00,280.79371981688683,108.86000061035156,2020-10-30 00:00:00,30567.204510649186,-0.0853637734773598
132,132,Rebecca Curtis,TGT,0.158098233,33245.52951,164.9199981689453,2020-10-16 00:00:00,201.5857984423637,152.22000122070312,2020-10-30 00:00:00,30685.390484973017,-0.07700701606382632
133,133,Rebecca Curtis,DIS,0.140645624,29575.52501,126.80999755859376,2020-10-16 00:00:00,233.227076566533,121.25,2020-10-30 00:00:00,28278.783033692125,-0.04384510421605137
134,134,Rebecca Curtis,AMZN,0.158007714,33226.4948,3272.7099609375,2020-10-16 00:00:00,10.152593782090593,3036.14990234375,2020-10-30 00:00:00,30824.796620030116,-0.07228262248023498
135,135,Rebecca Curtis,CRM,0.202574777,42598.23529,258.54998779296875,2020-10-16 00:00:00,164.7582181442998,232.27000427246094,2020-10-30 00:00:00,38268.39203229957,-0.1016437236947435
136,136,Rebecca Curtis,NTDOY,0.181745407,38218.15199,68.84999847412111,2020-10-16 00:00:00,555.0929969063861,67.7300033569336,2020-10-30 00:00:00,37596.45054387986,-0.016267177080744433
137,137,Lindsey Pelerin,AMZN,0.522910181,110754.9827,3272.7099609375,2020-10-16 00:00:00,33.84197928382053,3036.14990234375,2020-10-30 00:00:00,102749.3220976909,-0.07228262248023498
138,138,Lindsey Pelerin,SNOW,0.477089819,101050.0018,242.5200042724609,2020-10-16 00:00:00,416.6666667483422,250.02000427246094,2020-10-30 00:00:00,104175.00180061258,0.030925283967808692
139,139,Eli Rabinowitz,TEVA,0.250952214,49630.80328,9.40999984741211,2020-10-16 00:00:00,5274.261858107172,8.720000267028809,2020-10-30 00:00:00,45991.5648110744,-0.07332620526801192
140,140,Eli Rabinowitz,GTBIF,0.28473516600000004,56312.05562000001,15.880000114440918,2020-10-16 00:00:00,3546.0991948476794,15.739999771118164,2020-10-30 00:00:00,55815.60051526478,-0.008816142463087262
141,141,Eli Rabinowitz,PFE,0.261929605,51801.80133,37.95000076293945,2020-10-16 00:00:00,1365.0013251274474,35.47999954223633,2020-10-30 00:00:00,48430.24639067382,-0.06508566985630304
142,142,Eli Rabinowitz,DKNG,0.202383015,40025.2759,44.34000015258789,2020-10-16 00:00:00,902.6900262124593,35.400001525878906,2020-10-30 00:00:00,31955.22830531673,-0.20162378430184114
