,Unnamed: 0,Name,Symbol,% of Portfolio,Cost Basis,Close_x,Day_x,# of Shares,Close_y,Day_y,Current_Value,Perc_Return
143,143,Alexandra Sautin,AZN,0.090316456,18788.30755,53.02999877929688,2020-10-16 00:00:00,354.2958322174247,50.15999984741211,2020-10-30 00:00:00,17771.47888996477,-0.05412029036299415
144,144,Alexandra Sautin,COST,0.054592345,11356.70968,381.5400085449219,2020-10-16 00:00:00,29.765449037208587,357.6199951171875,2020-10-30 00:00:00,10644.719739347429,-0.06269332938099481
145,145,Alexandra Sautin,CVS,0.048086704,10003.35747,59.59000015258789,2020-10-16 00:00:00,167.86973392154908,56.09000015258789,2020-10-30 00:00:00,9415.813401274576,-0.05873468687762706
146,146,Alexandra Sautin,DIS,0.14217121900000002,29575.52501,126.80999755859376,2020-10-16 00:00:00,233.227076566533,121.25,2020-10-30 00:00:00,28278.783033692125,-0.04384510421605137
147,147,Alexandra Sautin,MCD,0.050056499,10413.12892,229.3699951171875,2020-10-16 00:00:00,45.39882784005739,213.0,2020-10-30 00:00:00,9669.950329932224,-0.07136938337912901
148,148,Alexandra Sautin,V,0.04751301,9884.013321,200.25999450683597,2020-10-16 00:00:00,49.35590528373157,181.7100067138672,2020-10-30 00:00:00,8968.461880475857,-0.09262952312892214
149,149,Alexandra Sautin,AAPL,0.107101435,22280.04506,119.0199966430664,2020-10-16 00:00:00,187.1958132112579,108.86000061035156,2020-10-30 00:00:00,20378.136340432793,-0.0853637734773598
150,150,Alexandra Sautin,GOOGL,0.103867057,21607.20545,1567.699951171875,2020-10-16 00:00:00,13.782742950172546,1616.1099853515625,2020-10-30 00:00:00,22274.428507307704,0.030879655346994328
151,151,Alexandra Sautin,MSFT,0.105386301,21923.2501,219.66000366210938,2020-10-16 00:00:00,99.80537983475271,202.47000122070312,2020-10-30 00:00:00,20207.59537697512,-0.07825731655658474
152,152,Alexandra Sautin,AMZN,0.106481091,22150.99653,3272.7099609375,2020-10-16 00:00:00,6.768395853708537,3036.14990234375,2020-10-30 00:00:00,20549.864410261016,-0.07228262248023498
153,153,Alexandra Sautin,PBFS,0.049787369000000005,10357.14252,9.279999732971193,2020-10-16 00:00:00,1116.0714243559507,9.460000038146973,2020-10-30 00:00:00,10558.03571698204,0.01939658516758902
154,154,Alexandra Sautin,AFL,0.094640514,19687.8306,37.209999084472656,2020-10-16 00:00:00,529.1005397582911,33.95000076293945,2020-10-30 00:00:00,17962.96372846566,-0.08761081434408224
155,155,Joseph Lindner,TDOC,0.188226649,43088.15678000001,221.2899932861328,2020-10-16 00:00:00,194.71353467070733,196.4600067138672,2020-10-30 00:00:00,38253.42232868797,-0.11220564564869373
156,156,Joseph Lindner,TWOU,0.190524117,43614.08491000001,35.599998474121094,2020-10-16 00:00:00,1225.1147971735065,36.849998474121094,2020-10-30 00:00:00,45145.478406466886,0.03511236105553972
157,157,Joseph Lindner,V,0.08635480599999999,19768.02664,200.25999450683597,2020-10-16 00:00:00,98.71181055747611,181.7100067138672,2020-10-30 00:00:00,17936.92375913697,-0.09262952312892214
158,158,Joseph Lindner,SPOT,0.098073921,22450.72371,262.54998779296875,2020-10-16 00:00:00,85.51028281785068,239.88999938964844,2020-10-30 00:00:00,20513.061692982865,-0.08630732986812639
159,159,Joseph Lindner,EXAS,0.233041903,53347.10111,103.31999969482422,2020-10-16 00:00:00,516.3288934143542,123.83000183105469,2020-10-30 00:00:00,63937.00781692592,0.19850950635705344
160,160,Joseph Lindner,EGRX,0.203778604,46648.25371000001,46.45000076293945,2020-10-16 00:00:00,1004.2680935156998,46.52000045776367,2020-10-30 00:00:00,46718.5521700678,0.001506990175984324
161,161,Nicholas Capullo,TSLA,0.464438429,99439.10879,439.6700134277344,2020-10-16 00:00:00,226.16759331562682,388.0400085449219,2020-10-30 00:00:00,87762.07484278025,-0.11742898834582127
162,162,Nicholas Capullo,NIO,0.137061464,29345.69785,28.479999542236328,2020-10-16 00:00:00,1030.3967107330825,30.579999923706055,2020-10-30 00:00:00,31509.53133560463,0.0737359696356521
163,163,Nicholas Capullo,KO,0.138950942,29750.24659,50.02999877929688,2020-10-16 00:00:00,594.6481574233233,48.060001373291016,2020-10-30 00:00:00,28578.79126238989,-0.03937632328748086
164,164,Nicholas Capullo,AMZN,0.103458027,22150.99653,3272.7099609375,2020-10-16 00:00:00,6.768395853708537,3036.14990234375,2020-10-30 00:00:00,20549.864410261016,-0.07228262248023498
165,165,Nicholas Capullo,AAPL,0.15609113800000002,33420.06759,119.0199966430664,2020-10-16 00:00:00,280.79371981688683,108.86000061035156,2020-10-30 00:00:00,30567.204510649186,-0.0853637734773598
166,166,Teresa Purcell,AAPL,0.110675264,22280.04506,119.0199966430664,2020-10-16 00:00:00,187.1958132112579,108.86000061035156,2020-10-30 00:00:00,20378.136340432793,-0.0853637734773598
167,167,Teresa Purcell,PBFS,0.051448706,10357.14252,9.279999732971193,2020-10-16 00:00:00,1116.0714243559507,9.460000038146973,2020-10-30 00:00:00,10558.03571698204,0.01939658516758902
168,168,Teresa Purcell,AMZN,0.11003422,22150.99653,3272.7099609375,2020-10-16 00:00:00,6.768395853708537,3036.14990234375,2020-10-30 00:00:00,20549.864410261016,-0.07228262248023498
169,169,Teresa Purcell,VZ,0.047781464,9618.889926,58.04999923706055,2020-10-16 00:00:00,165.700087035644,56.9900016784668,2020-10-30 00:00:00,9443.248238283446,-0.018260078768735255
170,170,Teresa Purcell,DELL,0.052503753,10569.53422,70.15000152587889,2020-10-16 00:00:00,150.67047740691513,60.2599983215332,2020-10-30 00:00:00,9079.402715645312,-0.14098364916923323
171,171,Teresa Purcell,TSLA,0.098791987,19887.82176,439.6700134277344,2020-10-16 00:00:00,45.233518667674225,388.0400085449219,2020-10-30 00:00:00,17552.414970321188,-0.11742898834582127
172,172,Teresa Purcell,ZM,0.06329202099999999,12741.32122,559.0,2020-10-16 00:00:00,22.793061216457964,460.9100036621094,2020-10-30 00:00:00,10505.549928748324,-0.17547405427171847
173,173,Teresa Purcell,GLDM,0.242106193,48738.4146,18.93000030517578,2020-10-16 00:00:00,2574.6652833742482,18.709999084472656,2020-10-30 00:00:00,48171.98509475571,-0.011621828692890857
174,174,Teresa Purcell,SLV,0.223366393,44965.90414,22.420000076293945,2020-10-16 00:00:00,2005.6156996870504,21.989999771118164,2020-10-30 00:00:00,44103.48877706924,-0.019179317739184465
175,175,Jacqueline Lorenz,PENN,0.188775183,40175.64034,70.91000366210938,2020-10-16 00:00:00,566.5722502489133,53.97999954223633,2020-10-30 00:00:00,30583.569809080145,-0.23875339508577065
176,176,Jacqueline Lorenz,DOCU,0.113140321,24078.82637,234.6000061035156,2020-10-16 00:00:00,102.6377908932167,202.25,2020-10-30 00:00:00,20758.49320815308,-0.13789431057917956
177,177,Jacqueline Lorenz,SNOW,0.18992337,40420.00071,242.5200042724609,2020-10-16 00:00:00,166.66666665810317,250.02000427246094,2020-10-30 00:00:00,41670.000709935775,0.030925283967808692
178,178,Jacqueline Lorenz,TSLA,0.093447849,19887.82176,439.6700134277344,2020-10-16 00:00:00,45.233518667674225,388.0400085449219,2020-10-30 00:00:00,17552.414970321188,-0.11742898834582127
179,179,Jacqueline Lorenz,AMZN,0.208163872,44301.99307,3272.7099609375,2020-10-16 00:00:00,13.536791710472643,3036.14990234375,2020-10-30 00:00:00,41099.7288297992,-0.07228262248023498
180,180,Jacqueline Lorenz,AAPL,0.104688302,22280.04506,119.0199966430664,2020-10-16 00:00:00,187.1958132112579,108.86000061035156,2020-10-30 00:00:00,20378.136340432793,-0.0853637734773598
181,181,Jacqueline Lorenz,BIO,0.101861102,21678.35275,556.5700073242189,2020-10-16 00:00:00,38.94991189737557,586.4199829101562,2020-10-30 00:00:00,22841.006669211074,0.05363202327312777
182,182,Luke Scarchilli,KTOS,0.095569272,19818.87642,20.790000915527344,2020-10-16 00:00:00,953.2888671110138,18.889999389648438,2020-10-30 00:00:00,18007.626117885702,-0.09139016076039996
183,183,Luke Scarchilli,ATVI,0.097080896,20132.35271,80.62000274658203,2020-10-16 00:00:00,249.71907745132805,75.7300033569336,2020-10-30 00:00:00,18911.226573679432,-0.06065491469926498
184,184,Luke Scarchilli,HD,0.201625783,41812.56602,287.6600036621094,2020-10-16 00:00:00,145.35411766563763,266.7099914550781,2020-10-30 00:00:00,38767.395480562634,-0.07282907578503517
185,185,Luke Scarchilli,AMZN,0.213630133,44301.99307,3272.7099609375,2020-10-16 00:00:00,13.536791710472643,3036.14990234375,2020-10-30 00:00:00,41099.7288297992,-0.07228262248023498
186,186,Luke Scarchilli,STZ,0.093192142,19325.91428,181.47999572753903,2020-10-16 00:00:00,106.49060356500412,165.22999572753906,2020-10-30 00:00:00,17595.441972068686,-0.08954154938595293
187,187,Luke Scarchilli,MDT,0.09871033,20470.26,110.12999725341795,2020-10-16 00:00:00,185.87360855822308,100.56999969482422,2020-10-30 00:00:00,18693.308755976374,-0.08680648140393044
188,188,Luke Scarchilli,MAA,0.100227209,20784.82592,119.44000244140624,2020-10-16 00:00:00,174.0189676419039,116.62999725341797,2020-10-30 00:00:00,20295.831718117883,-0.023526499753437125
189,189,Luke Scarchilli,HON,0.099964234,20730.2909,174.86000061035156,2020-10-16 00:00:00,118.55364764749281,164.9499969482422,2020-10-30 00:00:00,19555.42381765692,-0.05667393130228959
190,190,Claire Moylan,URBN,0.020240573,4390.867824,24.040000915527344,2020-10-16 00:00:00,182.64840502414268,22.34000015258789,2020-10-30 00:00:00,4080.3653961092823,-0.07071550325280684
191,191,Claire Moylan,LOW,0.081863157,17758.899709999998,177.6999969482422,2020-10-16 00:00:00,99.93753525596595,158.10000610351562,2020-10-30 00:00:00,15800.124933938525,-0.1102982058600449
192,192,Claire Moylan,SFIX,0.021189004,4596.614873,32.59000015258789,2020-10-16 00:00:00,141.04372051176543,34.43000030517578,2020-10-30 00:00:00,4856.135340263211,0.05645904093197074
193,193,Claire Moylan,ETSY,0.121762013,26414.31702,147.58999633789062,2020-10-16 00:00:00,178.97091723972542,121.58999633789062,2020-10-30 00:00:00,21761.07317176714,-0.1761637010985212
194,194,Claire Moylan,TGT,0.102167891,22163.68634,164.9199981689453,2020-10-16 00:00:00,134.39053229490912,152.22000122070312,2020-10-30 00:00:00,20456.92698998201,-0.07700701606382632
195,195,Claire Moylan,SWK,0.040569249,8800.848394,176.3800048828125,2020-10-16 00:00:00,49.897086689884816,166.1999969482422,2020-10-30 00:00:00,8292.895655585033,-0.057716337752309
196,196,Claire Moylan,HELE,0.027500585,5965.811070000002,193.69000244140625,2020-10-16 00:00:00,30.80082087254213,189.60000610351562,2020-10-30 00:00:00,5839.835825427279,-0.02111619746160054
197,197,Claire Moylan,MIK,0.095306757,20675.27341,10.40999984741211,2020-10-16 00:00:00,1986.0973787756398,8.109999656677246,2020-10-30 00:00:00,16107.249059998017,-0.2209414240583909
198,198,Claire Moylan,PBFS,0.047743295,10357.14252,9.279999732971193,2020-10-16 00:00:00,1116.0714243559507,9.460000038146973,2020-10-30 00:00:00,10558.03571698204,0.01939658516758902
199,199,Claire Moylan,SCHW,0.030160704,6542.881307,39.290000915527344,2020-10-16 00:00:00,166.52789907200702,41.11000061035156,2020-10-30 00:00:00,6845.962032490772,0.046322210547594
200,200,Claire Moylan,BXMT,0.027116792,5882.553425,23.040000915527344,2020-10-16 00:00:00,255.31914892570907,21.700000762939453,2020-10-30 00:00:00,5540.4257264809385,-0.05815972653390067
201,201,Claire Moylan,VDC,0.096529876,20940.60945,169.4199981689453,2020-10-16 00:00:00,123.60175703176469,159.52000427246094,2020-10-30 00:00:00,19716.952809790782,-0.05843462403188149
202,202,Claire Moylan,IHE,0.093273011,20234.08472,169.4199981689453,2020-10-16 00:00:00,119.43150123176491,159.0229949951172,2020-10-30 00:00:00,18992.355022638283,-0.061368216776039985
203,203,Claire Moylan,XLC,0.095395779,20694.58531,60.77999877929688,2020-10-16 00:00:00,340.48347689419614,59.20000076293945,2020-10-30 00:00:00,20156.62209190469,-0.025995361107108428
204,204,Claire Moylan,IXN,0.099181315,21515.79654,273.10000610351557,2020-10-16 00:00:00,78.7835813223844,250.5500030517578,2020-10-30 00:00:00,19739.226540751824,-0.08257049633023594
205,205,Giuseppe Tedesco,AMZN,0.258241651,55377.49133,3272.7099609375,2020-10-16 00:00:00,16.920989635799124,3036.14990234375,2020-10-30 00:00:00,51374.661030291114,-0.07228262248023498
206,206,Giuseppe Tedesco,REGN,0.302222318,64808.73144,599.739990234375,2020-10-16 00:00:00,108.06138075713963,543.5599975585938,2020-10-30 00:00:00,58737.84386052909,-0.09367391468063757
207,207,Giuseppe Tedesco,BRK-B,0.181146438,38845.14864,211.91000366210938,2020-10-16 00:00:00,183.30965017554627,201.89999389648438,2020-10-30 00:00:00,37010.21725160948,-0.047237079857664344
208,208,Giuseppe Tedesco,TGT,0.258389592,55409.21585,164.9199981689453,2020-10-16 00:00:00,335.97633073727286,152.22000122070312,2020-10-30 00:00:00,51142.31747495503,-0.07700701606382632
209,209,Kelly Nicholson,QID,0.353147517,66923.07791,8.699999809265138,2020-10-16 00:00:00,7692.307974389807,9.850000381469727,2020-10-30 00:00:00,75769.23648212221,0.13218397671456095
210,210,Kelly Nicholson,UUP,0.372032098,70501.79295,25.290000915527344,2020-10-16 00:00:00,2787.733902639517,25.3700008392334,2020-10-30 00:00:00,70724.81144952394,0.0031633025231303513
211,211,Kelly Nicholson,DUST,0.274820385,52079.72629,18.030000686645508,2020-10-16 00:00:00,2888.5038439612763,20.0,2020-10-30 00:00:00,57770.076879225526,0.10926229829894774
212,212,Sherlock Bacchus,CLKA,0.198770619,40454.54502,0.8899999856948853,2020-10-16 00:00:00,45454.54569689044,0.7580000162124634,2020-10-30 00:00:00,34454.54637517311,-0.1483145748360437
213,213,Sherlock Bacchus,TSLA,0.195434883,39775.64351,439.6700134277344,2020-10-16 00:00:00,90.46703731260412,388.0400085449219,2020-10-30 00:00:00,35104.82993181667,-0.11742898834582127
214,214,Sherlock Bacchus,VZ,0.094523505,19237.77985,58.04999923706055,2020-10-16 00:00:00,331.40017403683487,56.9900016784668,2020-10-30 00:00:00,18886.49647460341,-0.018260078768735255
215,215,Sherlock Bacchus,TTWO,0.104301515,21227.83714,168.22000122070312,2020-10-16 00:00:00,126.19092251788342,154.9199981689453,2020-10-30 00:00:00,19549.49748540802,-0.07906314918110324
216,216,Sherlock Bacchus,ATVI,0.148378391,30198.52907,80.62000274658203,2020-10-16 00:00:00,374.57861623901147,75.7300033569336,2020-10-30 00:00:00,28366.83986521588,-0.06065491469926498
217,217,Sherlock Bacchus,CMCSA,0.14837998300000002,30198.853110000004,45.56000137329102,2020-10-16 00:00:00,662.8369666315177,42.2400016784668,2020-10-30 00:00:00,27998.23458306515,-0.07287093052570748
218,218,Sherlock Bacchus,NVDA,0.055673528,11330.8861,552.4600219726561,2020-10-16 00:00:00,20.509875193396017,501.3599853515625,2020-10-30 00:00:00,10282.830726523402,-0.09249544688977118
219,219,Sherlock Bacchus,AMD,0.054537575,11099.69276,83.16999816894531,2020-10-16 00:00:00,133.45789352373092,75.29000091552734,2020-10-30 00:00:00,10048.044925586051,-0.09474567063727879
220,220,Philip Cortese,MOS,0.050082072000000005,9937.694269,19.13999938964844,2020-10-16 00:00:00,519.2107934117616,18.5,2020-10-30 00:00:00,9605.39967811759,-0.0334377957187697
221,221,Philip Cortese,FTI,0.09333108,18519.51621,6.880000114440918,2020-10-16 00:00:00,2691.790102027481,5.53000020980835,2020-10-30 00:00:00,14885.59982897201,-0.19622091310710277
222,222,Philip Cortese,HD,0.105359447,20906.28301,287.6600036621094,2020-10-16 00:00:00,72.67705883281882,266.7099914550781,2020-10-30 00:00:00,19383.697740281317,-0.07282907578503517
223,223,Philip Cortese,ALB,0.048060439,9536.545431,93.41999816894531,2020-10-16 00:00:00,102.08248360007076,93.20999908447266,2020-10-30 00:00:00,9515.10820290329,-0.002247902896474918
224,224,Philip Cortese,PKB,0.11208267,22240.36008,39.5099983215332,2020-10-16 00:00:00,562.9046070568638,35.46929931640625,2020-10-30 00:00:00,19965.831994283948,-0.10227029047796099
225,225,Philip Cortese,VOX,0.104705329,20776.48768,104.62000274658205,2020-10-16 00:00:00,198.59001275622487,102.63999938964844,2020-10-30 00:00:00,20383.278788089196,-0.01892566722378808
226,226,Philip Cortese,QRTEB,0.068021405,13497.36336,7.679999828338622,2020-10-16 00:00:00,1757.4692267824985,6.849999904632568,2020-10-30 00:00:00,12038.664035854788,-0.10807290914817691
227,227,Philip Cortese,EEM,0.103146672,20467.20616,45.56000137329102,2020-10-16 00:00:00,449.2362937460016,44.709999084472656,2020-10-30 00:00:00,20085.35428209562,-0.018656766093002597
228,228,Philip Cortese,TSLA,0.100226802,19887.82176,439.6700134277344,2020-10-16 00:00:00,45.233518667674225,388.0400085449219,2020-10-30 00:00:00,17552.414970321188,-0.11742898834582127
229,229,Philip Cortese,XBI,0.104590055,20753.61407,120.62000274658205,2020-10-16 00:00:00,172.0578146031263,112.7699966430664,2020-10-30 00:00:00,19402.959175207896,-0.0650804669604278
230,230,Philip Cortese,IP,0.055777244,11067.77688,46.540000915527344,2020-10-16 00:00:00,237.8121328379134,43.75,2020-10-30 00:00:00,10404.280811658711,-0.05994844994935322
231,231,Philip Cortese,XLK,0.054616784,10837.50899,121.12000274658205,2020-10-16 00:00:00,89.47745000200499,110.86000061035156,2020-10-30 00:00:00,9919.470161834974,-0.08470939484452755
232,232,Peter Odell,AMZN,0.211924292,44301.99307,3272.7099609375,2020-10-16 00:00:00,13.536791710472643,3036.14990234375,2020-10-30 00:00:00,41099.7288297992,-0.07228262248023498
233,233,Peter Odell,AAPL,0.15986919900000002,33420.06759,119.0199966430664,2020-10-16 00:00:00,280.79371981688683,108.86000061035156,2020-10-30 00:00:00,30567.204510649186,-0.0853637734773598
234,234,Peter Odell,AMD,0.159290431,33299.07827,83.16999816894531,2020-10-16 00:00:00,400.3736804509571,75.29000091552734,2020-10-30 00:00:00,30144.134767705615,-0.09474567063727879
235,235,Peter Odell,AZN,0.134814435,28182.46133,53.02999877929688,2020-10-16 00:00:00,531.4437484204233,50.15999984741211,2020-10-30 00:00:00,26657.21833967655,-0.05412029036299415
236,236,Peter Odell,ATVI,0.144458555,30198.52907,80.62000274658203,2020-10-16 00:00:00,374.57861623901147,75.7300033569336,2020-10-30 00:00:00,28366.83986521588,-0.06065491469926498
237,237,Peter Odell,NVAX,0.09450713,19756.36772,107.04000091552734,2020-10-16 00:00:00,184.56995096245478,80.70999908447266,2020-10-30 00:00:00,14896.640573200888,-0.2459828251667665
238,238,Peter Odell,TSLA,0.095135958,19887.82176,439.6700134277344,2020-10-16 00:00:00,45.233518667674225,388.0400085449219,2020-10-30 00:00:00,17552.414970321188,-0.11742898834582127
239,239,Bradley Bonfante,FB,0.14615633,31591.88936,265.92999267578125,2020-10-16 00:00:00,118.79776719475365,263.1099853515625,2020-10-30 00:00:00,31256.878786409965,-0.010604322197146354
240,240,Bradley Bonfante,BABA,0.15657301699999998,33843.47051,307.30999755859375,2020-10-16 00:00:00,110.1281142132292,304.69000244140625,2020-10-30 00:00:00,33554.93538849627,-0.008525577228212233
241,241,Bradley Bonfante,FROG,0.05726208400000001,12377.27722,80.18000030517578,2020-10-16 00:00:00,154.36863523185872,72.43000030517578,2020-10-30 00:00:00,11180.920296953096,-0.09665752021080654
242,242,Bradley Bonfante,TSM,0.149984215,32419.29203,86.69999694824219,2020-10-16 00:00:00,373.924950070685,83.87000274658203,2020-10-30 00:00:00,31361.086589443898,-0.03264122608158326
243,243,Bradley Bonfante,PENN,0.092934045,20087.82017,70.91000366210938,2020-10-16 00:00:00,283.28612512445665,53.97999954223633,2020-10-30 00:00:00,15291.784904540073,-0.23875339508577065
244,244,Bradley Bonfante,CRM,0.098537977,21299.11765,258.54998779296875,2020-10-16 00:00:00,82.37910909148853,232.27000427246094,2020-10-30 00:00:00,19134.196020641568,-0.1016437236947435
245,245,Bradley Bonfante,REGN,0.09994344,21602.91048,599.739990234375,2020-10-16 00:00:00,36.020460252379884,543.5599975585938,2020-10-30 00:00:00,19579.281286843034,-0.09367391468063757
246,246,Bradley Bonfante,TGT,0.102537807,22163.68634,164.9199981689453,2020-10-16 00:00:00,134.39053229490912,152.22000122070312,2020-10-30 00:00:00,20456.92698998201,-0.07700701606382632
247,247,Bradley Bonfante,TMUS,0.096071085,20765.89556,114.95999908447266,2020-10-16 00:00:00,180.63583616368342,109.56999969482422,2020-10-30 00:00:00,19792.26851332911,-0.04688586841139297
248,248,Dan Cancelliere,LUV,0.199757348,39849.35825,39.68000030517578,2020-10-16 00:00:00,1004.2680933347203,39.529998779296875,2020-10-30 00:00:00,39698.716503608295,-0.003780280361019517
249,249,Dan Cancelliere,JETS,0.193221126,38545.45485,17.489999771118164,2020-10-16 00:00:00,2203.856795564482,16.920000076293945,2020-10-30 00:00:00,37289.257149091965,-0.032590034435876825
250,250,Dan Cancelliere,NCLH,0.199895535,39876.92495,16.200000762939453,2020-10-16 00:00:00,2461.5384612342714,16.6299991607666,2020-10-30 00:00:00,40935.382544520646,0.026543109726935965
251,251,Dan Cancelliere,PFE,0.207738161,41441.44107,37.95000076293945,2020-10-16 00:00:00,1092.0010602600607,35.47999954223633,2020-10-30 00:00:00,38744.19711814854,-0.06508566985630304
252,252,Dan Cancelliere,TSLA,0.19938783,39775.64351,439.6700134277344,2020-10-16 00:00:00,90.46703731260412,388.0400085449219,2020-10-30 00:00:00,35104.82993181667,-0.11742898834582127
253,253,Joe Geis,AAPL,0.215107187,44560.09012,119.0199966430664,2020-10-16 00:00:00,374.3916264225158,108.86000061035156,2020-10-30 00:00:00,40756.272680865586,-0.0853637734773598
254,254,Joe Geis,SNOW,0.341462665,70735.00125,242.5200042724609,2020-10-16 00:00:00,291.6666666826058,250.02000427246094,2020-10-30 00:00:00,72922.50125011955,0.030925283967808692
255,255,Joe Geis,INTC,0.104810312,21711.76609,54.15999984741211,2020-10-16 00:00:00,400.88194518407926,44.279998779296875,2020-10-30 00:00:00,17751.052043393185,-0.18242247222951802
256,256,Joe Geis,TSLA,0.192010985,39775.64351,439.6700134277344,2020-10-16 00:00:00,90.46703731260412,388.0400085449219,2020-10-30 00:00:00,35104.82993181667,-0.11742898834582127
257,257,Joe Geis,MA,0.14660885199999998,30370.45732,339.3999938964844,2020-10-16 00:00:00,89.48278687731168,288.6400146484375,2020-10-30 00:00:00,25828.312915050254,-0.14955798515284735
258,258,Jennah Hebert,TSLA,1.0,198878.2176,439.6700134277344,2020-10-16 00:00:00,452.33518667674224,388.0400085449219,2020-10-30 00:00:00,175524.14970321188,-0.11742898834582127
259,259,Schuyler Bull,SQ,0.224721104,51403.35512,186.3500061035156,2020-10-16 00:00:00,275.84305573591416,154.8800048828125,2020-10-30 00:00:00,42722.573819268306,-0.16887577241731788
260,260,Schuyler Bull,TRBCX,0.189277533,43295.89027,160.9199981689453,2020-10-16 00:00:00,269.05226673284494,151.13999938964844,2020-10-30 00:00:00,40664.55942978571,-0.06077553374708056
261,261,Schuyler Bull,AAPL,0.194804262,44560.09012,119.0199966430664,2020-10-16 00:00:00,374.3916264225158,108.86000061035156,2020-10-30 00:00:00,40756.272680865586,-0.0853637734773598
262,262,Schuyler Bull,FB,0.184147882,42122.51914,265.92999267578125,2020-10-16 00:00:00,158.3970229012689,263.1099853515625,2020-10-30 00:00:00,41675.83837528397,-0.010604322197146354
263,263,Schuyler Bull,SHOP,0.207049219,47361.03708,1067.2099609375,2020-10-16 00:00:00,44.37836865615017,925.4299926757812,2020-10-30 00:00:00,41069.073380424175,-0.13285105410482756
264,264,Barbaranne Way,GM,0.053979492,10619.04786,33.450000762939446,2020-10-16 00:00:00,317.4603174229297,34.529998779296875,2020-10-30 00:00:00,10961.90437308896,0.03228693547756212
265,265,Barbaranne Way,ORLY,0.10234698,20134.08131,467.010009765625,2020-10-16 00:00:00,43.11274038880782,436.6000061035156,2020-10-30 00:00:00,18823.02271689278,-0.06511638514423068
266,266,Barbaranne Way,EWH,0.148036733,29122.340610000007,21.899999618530273,2020-10-16 00:00:00,1329.787265628931,21.5,2020-10-30 00:00:00,28590.426211022015,-0.0182648230820891
267,267,Barbaranne Way,VXRT,0.105276876,20710.46135,6.079999923706055,2020-10-16 00:00:00,3406.3259226779683,4.920000076293945,2020-10-30 00:00:00,16759.123799457648,-0.19078945098161004
268,268,Barbaranne Way,AZN,0.133708467,26303.63057,53.02999877929688,2020-10-16 00:00:00,496.0141651043945,50.15999984741211,2020-10-30 00:00:00,24880.070445950674,-0.05412029036299415
269,269,Barbaranne Way,ORCL,0.061550536,12108.45207,60.290000915527344,2020-10-16 00:00:00,200.83682013813905,56.11000061035156,2020-10-30 00:00:00,11268.954100532048,-0.06933156811578756
270,270,Barbaranne Way,PKI,0.042668507,8393.908619,124.0199966430664,2020-10-16 00:00:00,67.68189684086141,129.5500030517578,2020-10-30 00:00:00,8768.189942282354,0.044589635207029854
271,271,Barbaranne Way,EPAM,0.169079554,33261.96318,350.57000732421875,2020-10-16 00:00:00,94.87966022500677,308.95001220703125,2020-10-30 00:00:00,29313.07218471482,-0.11872092377456567
272,272,Barbaranne Way,CWH,0.183352854,36069.86023,31.88999938964844,2020-10-16 00:00:00,1131.0712110489521,26.440000534057617,2020-10-30 00:00:00,29905.52342419149,-0.17089993602696352
